     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        10392 	        4.384 	        -0.00 	         0.37 	         9.88 	         0.00 	         0.00 	         0.00 
        10393 	        4.400 	        -0.00 	         0.40 	         9.83 	        -0.00 	         0.00 	         0.00 
        10394 	        4.416 	         0.02 	         0.36 	         9.87 	         0.00 	        -0.00 	         0.00 
        10395 	        4.432 	         0.01 	         0.37 	         9.86 	         0.00 	        -0.00 	         0.00 
        10396 	        4.448 	         0.02 	         0.34 	         9.89 	         0.00 	         0.00 	         0.00 
        10397 	        4.464 	         0.02 	         0.35 	         9.87 	         0.00 	        -0.00 	         0.00 
        10398 	        4.480 	         0.02 	         0.35 	         9.86 	         0.00 	         0.00 	         0.00 
        10399 	        4.496 	        -0.02 	         0.38 	         9.89 	         0.01 	        -0.00 	         0.00 
        10400 	        4.512 	        -0.00 	         0.38 	         9.88 	         0.00 	         0.00 	         0.00 
        10401 	        4.528 	        -0.02 	         0.36 	         9.86 	        -0.00 	         0.00 	         0.00 
        10402 	        4.544 	         0.05 	         0.33 	         9.83 	         0.00 	        -0.00 	         0.00 
        10403 	        4.560 	         0.04 	         0.35 	         9.88 	        -0.00 	        -0.00 	         0.00 
        10404 	        4.576 	         0.03 	         0.38 	         9.85 	        -0.00 	        -0.00 	        -0.00 
        10405 	        4.592 	         0.01 	         0.37 	         9.83 	        -0.00 	         0.00 	         0.00 
        10406 	        4.608 	        -0.00 	         0.35 	         9.85 	         0.01 	        -0.01 	         0.00 
        10407 	        4.624 	         0.01 	         0.34 	         9.85 	        -0.00 	         0.00 	         0.00 
        10408 	        4.640 	        -0.00 	         0.37 	         9.84 	         0.00 	        -0.00 	         0.00 
        10409 	        4.656 	         0.05 	         0.37 	         9.85 	         0.00 	        -0.00 	        -0.00 
        10410 	        4.672 	         0.02 	         0.37 	         9.85 	         0.00 	        -0.00 	         0.00 
        10411 	        4.688 	         0.04 	         0.36 	         9.86 	         0.00 	         0.00 	         0.00 
        10412 	        4.704 	         0.02 	         0.36 	         9.88 	         0.00 	         0.00 	         0.00 
        10413 	        4.720 	         0.01 	         0.37 	         9.85 	        -0.00 	         0.00 	        -0.00 
        10414 	        4.736 	        -0.01 	         0.33 	         9.90 	         0.00 	        -0.00 	         0.00 
        10415 	        4.752 	         0.01 	         0.39 	         9.84 	         0.00 	         0.00 	         0.00 
        10416 	        4.768 	        -0.01 	         0.33 	         9.87 	        -0.00 	        -0.00 	         0.00 
        10417 	        4.784 	         0.02 	         0.38 	         9.85 	         0.01 	        -0.00 	         0.00 
        10418 	        4.800 	        -0.00 	         0.39 	         9.86 	         0.00 	         0.00 	         0.00 
        10419 	        4.816 	        -0.00 	         0.38 	         9.87 	         0.00 	         0.00 	        -0.00 
        10420 	        4.832 	         0.03 	         0.37 	         9.88 	        -0.00 	         0.00 	         0.00 
        10421 	        4.848 	         0.00 	         0.40 	         9.88 	         0.00 	         0.00 	         0.00 
        10422 	        4.864 	         0.01 	         0.39 	         9.86 	         0.00 	         0.00 	         0.00 
        10423 	        4.880 	         0.01 	         0.36 	         9.86 	        -0.00 	         0.00 	         0.00 
        10424 	        4.896 	        -0.02 	         0.35 	         9.85 	         0.00 	        -0.00 	         0.00 
        10425 	        4.912 	         0.02 	         0.35 	         9.85 	         0.00 	         0.00 	         0.00 
        10426 	        4.928 	        -0.01 	         0.39 	         9.87 	         0.00 	        -0.00 	         0.00 
        10427 	        4.944 	        -0.02 	         0.36 	         9.88 	        -0.00 	         0.00 	         0.00 
        10428 	        4.960 	         0.02 	         0.35 	         9.88 	         0.01 	        -0.00 	         0.00 
        10429 	        4.976 	         0.02 	         0.42 	         9.86 	        -0.00 	         0.00 	         0.00 
        10430 	        4.992 	        -0.02 	         0.38 	         9.88 	         0.00 	         0.00 	        -0.00 
        10431 	        5.008 	        -0.00 	         0.36 	         9.84 	         0.00 	         0.00 	         0.00 
        10432 	        5.024 	         0.03 	         0.39 	         9.86 	        -0.00 	         0.00 	         0.00 
        10433 	        5.040 	         0.02 	         0.35 	         9.85 	        -0.00 	         0.00 	         0.00 
        10434 	        5.056 	         0.02 	         0.37 	         9.84 	         0.01 	        -0.00 	         0.00 
        10435 	        5.072 	         0.04 	         0.37 	         9.83 	         0.00 	        -0.00 	         0.00 
        10436 	        5.088 	         0.03 	         0.35 	         9.87 	         0.00 	         0.00 	        -0.00 
        10437 	        5.104 	         0.03 	         0.40 	         9.86 	         0.00 	         0.00 	         0.00 
        10438 	        5.120 	        -0.02 	         0.34 	         9.88 	         0.00 	         0.00 	         0.00 
        10439 	        5.136 	        -0.01 	         0.39 	         9.85 	        -0.00 	         0.00 	         0.00 
        10440 	        5.152 	         0.03 	         0.37 	         9.84 	        -0.00 	         0.00 	         0.00 
        10441 	        5.168 	        -0.00 	         0.37 	         9.87 	         0.01 	        -0.00 	         0.00 
        10442 	        5.184 	        -0.02 	         0.36 	         9.86 	        -0.00 	         0.00 	         0.00 
        10443 	        5.200 	         0.01 	         0.33 	         9.88 	         0.00 	         0.00 	         0.00 
        10444 	        5.216 	         0.00 	         0.39 	         9.86 	         0.01 	        -0.00 	         0.00 
        10445 	        5.232 	         0.01 	         0.36 	         9.84 	         0.00 	        -0.00 	         0.00 
        10446 	        5.248 	         0.01 	         0.36 	         9.88 	         0.00 	        -0.00 	         0.00 
        10447 	        5.264 	         0.01 	         0.37 	         9.88 	         0.00 	         0.00 	         0.00 
        10448 	        5.280 	         0.01 	         0.34 	         9.86 	         0.00 	        -0.00 	         0.00 
        10449 	        5.296 	        -0.00 	         0.35 	         9.84 	        -0.01 	         0.00 	         0.00 
        10450 	        5.312 	         0.03 	         0.37 	         9.86 	         0.01 	        -0.00 	         0.00 
        10451 	        5.328 	        -0.00 	         0.37 	         9.86 	         0.00 	         0.00 	         0.00 
        10452 	        5.344 	         0.02 	         0.38 	         9.87 	         0.00 	         0.00 	         0.00 
        10453 	        5.360 	         0.01 	         0.38 	         9.85 	         0.00 	         0.00 	         0.00 
        10454 	        5.376 	         0.01 	         0.36 	         9.87 	         0.01 	        -0.00 	         0.00 
        10455 	        5.392 	         0.01 	         0.34 	         9.88 	         0.00 	        -0.00 	        -0.00 
        10456 	        5.408 	         0.02 	         0.39 	         9.84 	         0.01 	        -0.00 	        -0.00 
        10457 	        5.424 	         0.01 	         0.35 	         9.87 	        -0.00 	         0.00 	         0.00 
        10458 	        5.440 	         0.00 	         0.34 	         9.84 	         0.00 	         0.00 	         0.00 
        10459 	        5.456 	         0.01 	         0.34 	         9.86 	        -0.00 	         0.00 	        -0.00 
        10460 	        5.472 	         0.02 	         0.35 	         9.85 	         0.01 	        -0.00 	         0.00 
        10461 	        5.488 	         0.01 	         0.39 	         9.87 	        -0.00 	         0.00 	         0.00 
        10462 	        5.504 	        -0.01 	         0.39 	         9.84 	         0.00 	         0.00 	         0.00 
        10463 	        5.520 	         0.01 	         0.39 	         9.84 	        -0.00 	        -0.00 	         0.00 
        10464 	        5.536 	         0.03 	         0.34 	         9.88 	         0.00 	        -0.00 	        -0.00 
        10465 	        5.552 	         0.05 	         0.42 	         9.81 	         0.00 	        -0.00 	         0.00 
        10466 	        5.568 	         0.00 	         0.40 	         9.84 	        -0.00 	        -0.00 	         0.00 
        10467 	        5.584 	         0.03 	         0.40 	         9.87 	        -0.00 	         0.00 	         0.00 
        10468 	        5.600 	         0.02 	         0.33 	         9.88 	        -0.00 	         0.01 	         0.00 
        10469 	        5.616 	         0.00 	         0.37 	         9.86 	         0.01 	         0.00 	        -0.00 
        10470 	        5.632 	        -0.01 	         0.37 	         9.86 	        -0.00 	        -0.00 	         0.00 
        10471 	        5.648 	         0.01 	         0.35 	         9.89 	         0.00 	         0.00 	         0.00 
        10472 	        5.664 	         0.02 	         0.37 	         9.84 	         0.00 	         0.00 	         0.00 
        10473 	        5.680 	        -0.00 	         0.36 	         9.86 	         0.00 	        -0.00 	         0.00 
        10474 	        5.696 	         0.03 	         0.38 	         9.85 	        -0.00 	        -0.00 	         0.00 
        10475 	        5.712 	         0.02 	         0.34 	         9.87 	        -0.00 	         0.00 	         0.00 
        10476 	        5.728 	         0.01 	         0.38 	         9.83 	         0.01 	         0.00 	         0.00 
        10477 	        5.744 	         0.01 	         0.36 	         9.86 	        -0.00 	         0.00 	         0.00 
        10478 	        5.760 	        -0.01 	         0.40 	         9.88 	         0.00 	         0.00 	         0.00 
        10479 	        5.776 	         0.04 	         0.36 	         9.87 	         0.00 	         0.00 	         0.00 
        10480 	        5.792 	         0.02 	         0.39 	         9.87 	         0.00 	        -0.00 	         0.00 
        10481 	        5.808 	        -0.01 	         0.37 	         9.85 	         0.00 	        -0.00 	         0.00 
        10482 	        5.824 	         0.04 	         0.37 	         9.85 	         0.00 	         0.00 	         0.00 
        10483 	        5.840 	         0.00 	         0.38 	         9.83 	        -0.00 	         0.00 	         0.00 
        10484 	        5.856 	         0.02 	         0.37 	         9.86 	        -0.00 	        -0.00 	         0.00 
        10485 	        5.872 	         0.03 	         0.36 	         9.83 	        -0.00 	         0.00 	         0.00 
        10486 	        5.888 	         0.02 	         0.38 	         9.85 	         0.00 	        -0.00 	        -0.00 
        10487 	        5.904 	         0.03 	         0.36 	         9.85 	        -0.00 	         0.00 	         0.00 
        10488 	        5.920 	        -0.00 	         0.36 	         9.88 	        -0.00 	         0.00 	         0.00 
        10489 	        5.936 	         0.01 	         0.35 	         9.87 	         0.00 	        -0.00 	        -0.00 
        10490 	        5.952 	        -0.00 	         0.37 	         9.84 	        -0.01 	         0.01 	         0.00 
        10491 	        5.968 	        -0.02 	         0.37 	         9.84 	         0.01 	        -0.02 	        -0.00 
